id,fare_amount
216,11.75
217,15.410000000000002
218,10.569999999999999
219,4.470000000000001
220,12.239999999999998
221,7.147
222,11.8
223,33.297999999999995
224,9.66
225,8.43
226,6.95
227,8.530000000000001
228,4.79
229,6.380000000000001
230,7.419999999999999
231,9.260000000000002
232,7.57
233,20.83
234,12.72
235,7.169999999999999
236,6.709999999999999
237,10.27
238,13.36
239,14.220000000000002
240,10.78
241,8.09
242,6.419999999999999
243,9.47
244,10.42
245,13.419999999999998
246,9.68
247,30.336000000000002
248,35.283
249,8.24
250,10.55
251,21.497999999999998
252,20.580000000000002
253,12.14
254,19.98
255,16.23
256,10.569999999999999
257,17.34
258,8.78
259,21.0
260,37.274
261,14.09
262,25.891000000000002
263,22.4
264,20.23
265,8.36
266,18.6
267,21.903
268,50.2
269,8.01
270,5.98
271,4.779999999999999
272,9.02
273,9.43
274,10.47
275,11.290000000000003
276,6.969999999999999
277,10.76
278,6.27
279,24.695
280,10.89
281,23.123
282,5.09
283,20.06
284,12.18
285,11.66
286,8.92
287,7.87
288,6.58
289,5.470000000000001
290,14.38
291,8.41
292,7.229999999999999
293,8.26
294,9.61
295,4.28
296,6.919999999999999
297,4.989999999999999
298,32.62
299,7.05
300,9.64
301,51.17999999999999
302,9.42
303,40.385999999999996
304,6.16
305,6.45
306,7.4799999999999995
307,12.180000000000001
308,8.219999999999999
309,5.22
310,5.65
311,6.45
312,10.04
313,4.790000000000001
314,8.52
315,5.659999999999999
316,7.37
317,12.25
318,5.81
319,12.389999999999999
320,6.580000000000001
321,5.869999999999999
322,6.28
323,7.910000000000001
324,9.31
325,11.18
326,9.040000000000001
327,8.9
328,4.6899999999999995
329,70.85499999999999
330,10.330000000000002
331,34.769999999999996
332,4.76
333,6.9799999999999995
334,6.3
335,6.39
336,15.9
337,5.25
338,33.333999999999996
339,6.49
340,8.93
341,27.341999999999995
342,11.77
343,9.319999999999999
344,11.79
345,5.29
346,6.24
347,5.430000000000001
348,3.1
349,11.080000000000002
350,10.83
351,33.173
352,28.621
353,12.13
354,5.18
355,8.56
356,34.00299999999999
357,4.34
358,16.369999999999997
359,19.45
360,5.140000000000001
361,5.68
362,7.05
363,5.92
364,11.919999999999998
365,14.99
366,5.59
367,12.73
368,9.6
369,12.86
370,12.110000000000001
371,7.480000000000001
372,12.309999999999999
373,8.83
374,5.8100000000000005
375,5.319999999999999
376,9.190000000000001
377,7.1800000000000015
378,6.6
379,7.869999999999999
380,5.6899999999999995
381,8.51
382,6.22
383,7.87
384,6.44
385,8.85
386,5.92
387,9.739999999999998
388,18.119999999999997
389,6.409999999999999
390,8.299999999999999
391,10.479999999999999
392,7.049999999999999
393,7.9799999999999995
394,8.93
395,5.770000000000001
396,16.544
397,5.7
398,16.97
399,8.790000000000001
400,4.26
401,5.3999999999999995
402,6.919999999999999
403,36.167
404,7.110000000000001
405,7.780000000000001
406,5.35
407,20.78
408,21.08
409,9.31
410,10.49
411,8.430000000000001
412,18.859999999999996
413,7.489999999999999
414,12.530000000000001
415,12.68
416,7.37
417,6.81
418,9.669999999999998
419,12.5
420,5.99
421,5.6
422,6.959999999999999
423,4.720000000000001
424,7.499999999999998
425,9.46
426,6.459999999999999
427,4.28
428,4.26
429,6.2700000000000005
430,5.880000000000001
431,5.62
432,6.26
433,13.770000000000001
434,5.05
435,12.58
436,11.43
437,7.18
438,8.2
439,10.559999999999999
440,7.6
441,5.83
442,8.940000000000001
443,7.35
444,9.29
445,3.7400000000000007
446,7.640000000000001
447,7.82
448,12.200000000000001
449,5.300000000000001
450,6.34
451,4.74
452,10.45
453,8.45
454,9.07
455,8.43
456,10.22
457,5.64
458,6.719999999999999
459,5.4399999999999995
460,8.66
461,10.190000000000001
462,5.9399999999999995
463,9.48
464,7.19
465,7.06
466,13.62
467,10.000000000000002
468,10.74
469,8.169999999999998
470,8.239999999999998
471,24.43
472,7.93
473,9.55
474,30.421999999999997
475,34.956
476,5.800000000000001
477,6.58
478,11.67
479,6.05
480,5.21
481,5.58
482,8.11
483,7.090000000000001
484,8.249999999999998
485,19.279999999999998
486,12.05
487,8.2
488,6.99
489,11.150000000000002
490,16.89
491,7.589999999999999
492,12.159999999999998
493,35.57899999999999
494,9.540000000000001
495,7.359999999999999
496,4.86
497,5.15
498,6.220000000000001
499,12.06
500,15.419999999999998
501,10.01
502,17.880000000000003
503,10.250000000000002
504,15.579999999999998
505,7.42
506,33.033
507,9.02
508,6.040000000000001
509,34.82299999999999
510,7.0
511,6.140000000000001
512,7.779999999999999
513,6.82
514,49.873000000000005
515,7.589999999999999
516,6.58
517,6.200000000000001
518,5.13
519,8.23
520,5.909999999999999
521,13.02
522,12.32
523,6.630000000000001
524,4.620000000000001
525,6.970000000000001
526,16.9
527,8.7
528,4.999999999999999
529,7.05
530,52.175
531,11.82
532,9.1
533,10.629999999999999
534,5.459999999999999
535,8.690000000000001
536,12.790000000000001
537,12.790000000000001
538,5.540000000000001
539,9.64
540,6.28
541,10.45
542,43.06000000000001
543,21.110000000000003
544,5.959999999999999
545,5.62
546,52.55
547,8.15
548,6.95
549,9.03
550,17.95
551,53.645999999999994
552,6.18
553,17.03
554,8.48
555,13.760000000000002
556,47.546
557,11.38
558,53.21199999999999
559,17.11
560,6.65
561,13.77
562,5.680000000000001
563,5.37
564,5.58
565,6.639999999999999
566,11.639999999999999
567,14.45
568,9.49
569,7.599999999999999
570,10.290000000000001
571,9.110000000000001
572,6.3100000000000005
573,9.040000000000001
574,8.35
575,10.81
576,8.260000000000002
577,7.57
578,9.34
579,5.6
580,5.24
581,13.020000000000001
582,5.53
583,6.659999999999999
584,6.38
585,7.120000000000002
586,6.7299999999999995
587,8.709999999999999
588,29.880000000000003
589,9.940000000000001
590,13.75
591,5.93
592,7.969999999999999
593,7.07
594,9.139999999999999
595,7.660000000000001
596,12.07
597,12.73
598,11.719999999999999
599,33.642999999999994
600,12.2
601,4.869999999999999
602,11.524
603,16.957
604,12.59
605,17.61
606,13.562999999999999
607,23.1
608,8.030000000000001
609,9.13
610,6.790000000000001
611,7.340000000000001
612,10.08
613,8.6
614,5.24
615,6.36
616,7.2
617,12.239999999999998
618,53.64399999999999
619,7.19
620,13.860000000000003
621,7.95
622,7.649999999999999
623,7.790000000000001
624,8.959999999999999
625,5.930000000000001
626,15.85
627,12.709999999999999
628,42.631
629,8.2
630,13.610000000000003
631,5.39
632,11.76
633,7.68
634,7.620000000000002
635,12.18
636,20.919999999999998
637,18.64
638,5.17
639,26.060000000000002
640,24.583
641,7.81
642,54.318
643,80.04
644,8.16
645,10.950000000000001
646,12.75
647,7.18
648,9.07
649,13.66
650,6.989999999999999
651,11.06
652,4.96
653,6.74
654,7.139999999999999
655,15.839999999999998
656,12.969999999999999
657,10.13
658,9.870000000000001
659,5.21
660,5.9399999999999995
661,19.0
662,5.85
663,4.93
664,7.6899999999999995
665,45.585
666,4.869999999999999
667,9.350000000000001
668,7.0200000000000005
669,6.470000000000001
670,9.85
671,6.480000000000001
672,5.51
673,10.000000000000002
674,17.169999999999998
675,7.2700000000000005
676,11.66
677,5.01
678,22.950000000000003
679,5.58
680,6.76
681,8.9
682,4.87
683,20.560000000000002
684,7.1800000000000015
685,6.01
686,5.2700000000000005
687,7.260000000000001
688,8.08
689,5.500000000000001
690,7.07
691,8.639999999999999
692,30.667
693,6.8
694,5.889999999999999
695,33.269999999999996
696,6.7700000000000005
697,9.14
698,8.309999999999999
699,10.74
700,7.1
701,13.580000000000002
702,7.5699999999999985
703,8.819999999999999
704,5.23
705,6.529999999999999
706,57.602
707,8.02
708,7.13
709,6.17
710,8.11
711,6.18
712,4.790000000000001
713,6.87
714,11.59
715,27.262999999999998
716,15.260000000000002
717,7.889999999999999
718,13.029999999999998
719,7.67
720,7.839999999999999
721,7.58
722,8.59
723,6.18
724,5.57
725,7.8100000000000005
726,7.409999999999999
727,13.270000000000001
728,10.690000000000001
729,6.669999999999999
730,12.73
731,7.609999999999999
732,8.38
733,9.93
734,15.510000000000002
735,5.17
736,8.419999999999998
737,8.29
738,6.85
739,9.12
740,8.57
741,9.35
742,10.51
743,6.910000000000001
744,10.68
745,7.38
746,9.85
747,6.38
748,10.98
749,11.14
750,6.99
751,6.590000000000001
752,21.690000000000005
753,34.245999999999995
754,6.4
755,7.43
756,8.26
757,12.2
758,7.67
759,8.790000000000001
760,8.4
761,8.55
762,8.01
763,9.3
764,14.4
765,7.159999999999999
766,18.23
767,10.19
768,6.5200000000000005
769,14.38
770,9.669999999999998
771,10.239999999999998
772,19.939999999999998
773,4.790000000000001
774,6.4799999999999995
775,8.94
776,7.969999999999999
777,6.299999999999999
778,7.1800000000000015
779,5.869999999999999
780,8.61
781,4.7
782,11.379999999999999
783,6.9
784,6.180000000000001
785,7.969999999999999
786,10.529999999999998
787,14.610000000000003
788,6.04
789,7.87
790,6.62
791,14.3
792,10.700000000000001
793,5.680000000000001
794,11.219999999999999
795,7.45
796,6.1
797,5.82
798,5.2700000000000005
799,7.2
800,4.91
801,5.65
802,8.510000000000002
803,16.56
804,6.640000000000001
805,5.63
806,11.01
807,9.860000000000001
808,5.360000000000001
809,11.49
810,15.540000000000003
811,9.290000000000001
812,8.870000000000001
813,9.34
814,8.25
815,9.569999999999999
816,7.99
817,5.05
818,6.74
819,11.94
820,6.5
821,12.05
822,8.99
823,16.36
824,14.810000000000002
825,5.73
826,19.45
827,17.5
828,9.52
829,20.28
830,8.23
831,14.830000000000002
832,4.79
833,6.24
834,15.55
835,16.31
836,6.37
837,21.825
838,8.959999999999999
839,15.579999999999998
840,11.11
841,8.28
842,5.880000000000001
843,8.809999999999999
844,5.720000000000001
845,13.209999999999999
846,12.16
847,29.314
848,7.74
849,9.01
850,6.029999999999999
851,6.220000000000001
852,5.07
853,9.6
854,10.62
855,7.0600000000000005
856,5.749999999999999
857,6.24
858,4.4
859,4.85
860,6.42
861,11.569999999999999
862,6.460000000000001
863,7.0
864,10.059999999999999
865,7.35
866,12.780000000000001
867,5.970000000000001
868,7.8100000000000005
869,5.61
870,9.45
871,21.03
872,4.95
873,7.709999999999999
874,8.889999999999999
875,9.05
876,8.559999999999999
877,19.75
878,6.44
879,12.389999999999999
880,8.13
881,26.284000000000002
882,8.84
883,9.790000000000001
884,11.139999999999999
885,9.08
886,10.309999999999999
887,6.3100000000000005
888,6.14
889,14.01
890,11.65
891,12.239999999999998
892,8.55
893,10.600000000000001
894,5.22
895,8.92
896,14.160000000000002
897,5.58
898,16.39
899,4.9
900,13.34
901,6.1
902,6.529999999999999
903,12.169999999999998
904,6.01
905,5.5200000000000005
906,4.08
907,8.9
908,6.69
909,12.120000000000001
910,6.44
911,14.1
912,5.34
913,23.104
914,7.93
915,10.02
916,14.38
917,7.030000000000001
918,9.870000000000001
919,7.38
920,30.253000000000004
921,17.93
922,11.96
923,5.029999999999999
924,7.330000000000001
925,5.75
926,12.350000000000001
927,11.8
928,6.19
929,6.38
930,4.38
931,6.970000000000001
932,7.74
933,22.660000000000004
934,16.73
935,6.24
936,11.49
937,18.39
938,20.080000000000002
939,10.53
940,9.459999999999999
941,8.11
942,11.810000000000002
943,5.25
944,5.989999999999999
945,6.459999999999999
946,10.59
947,9.84
948,13.180000000000001
949,6.02
950,6.36
951,7.7299999999999995
952,8.7
953,8.81
954,4.58
955,14.459999999999999
956,8.4
957,15.570000000000002
958,6.36
959,16.18
960,14.689999999999998
961,10.21
962,10.379999999999999
963,8.28
964,7.659999999999999
965,5.8100000000000005
966,10.28
967,11.68
968,17.66
969,12.95
970,5.069999999999999
971,32.365
972,29.476999999999997
973,9.11
974,23.769
975,10.89
976,6.029999999999999
977,5.86
978,14.040000000000003
979,6.51
980,6.03
981,5.41
982,15.25
983,8.61
984,14.219999999999999
985,6.519999999999999
986,9.45
987,11.45
988,19.43
989,9.53
990,8.440000000000001
991,11.57
992,6.1
993,10.76
994,19.96
995,4.85
996,7.32
997,16.88
998,12.7
999,8.790000000000001
1000,6.380000000000001
1001,10.220000000000002
1002,17.74
1003,8.32
1004,9.41
1005,8.16
1006,6.5
1007,7.529999999999999
1008,12.75
1009,12.229999999999999
1010,3.62
1011,22.51
1012,6.95
1013,7.090000000000001
1014,7.2299999999999995
1015,10.38
1016,36.356
1017,41.557
1018,9.909999999999998
1019,5.9
1020,4.409999999999999
1021,14.430000000000001
1022,21.75
1023,18.119999999999997
1024,6.069999999999999
1025,6.540000000000001
1026,10.1
1027,12.9
1028,14.995714285714286
1029,15.2
1030,5.090000000000001
1031,6.69
1032,9.36
1033,8.64
1034,6.859999999999999
1035,15.219999999999999
1036,6.409999999999999
1037,6.040000000000001
1038,7.470000000000001
1039,11.42
1040,5.6899999999999995
1041,5.960000000000001
1042,5.67
1043,5.68
1044,7.779999999999999
1045,6.1899999999999995
1046,4.65
1047,11.8
1048,9.27
1049,5.29
1050,12.760000000000002
1051,4.9799999999999995
1052,34.303
1053,9.45
1054,33.074999999999996
1055,13.15
1056,5.949999999999999
1057,4.78
1058,9.47
1059,7.2700000000000005
1060,8.7
1061,10.959999999999999
1062,14.52
1063,8.55
1064,36.8
1065,22.3
1066,21.2
1067,7.1
1068,7.85
1069,7.9399999999999995
1070,7.0
1071,8.02
1072,25.971000000000004
1073,4.35
1074,5.290000000000001
1075,18.2
1076,23.4
1077,10.97
1078,5.790000000000001
1079,11.370000000000001
1080,21.380000000000003
1081,7.76
1082,18.57
1083,8.91
1084,18.19
1085,5.49
1086,13.190000000000001
1087,8.03
1088,23.32
1089,19.8
1090,10.91
1091,29.05
1092,7.74
1093,6.35
1094,21.64
1095,9.220000000000002
1096,9.18
1097,4.9799999999999995
1098,6.01
1099,7.88
1100,15.830000000000002
1101,22.457
1102,9.85
1103,13.170000000000002
1104,11.7
1105,6.88
1106,10.11
1107,7.2200000000000015
1108,19.73
1109,7.669999999999999
1110,5.949999999999999
1111,5.109999999999999
1112,6.49
1113,5.4
1114,6.460000000000001
1115,31.383999999999997
1116,9.66
1117,14.809999999999999
1118,19.749999999999996
1119,23.313
1120,13.55
1121,9.120000000000001
1122,22.65
1123,18.93
1124,14.020000000000001
1125,15.409999999999997
1126,9.65
1127,8.41
1128,10.36
1129,5.9
1130,5.79
1131,11.290000000000001
1132,12.790000000000001
1133,11.18
1134,7.539999999999999
1135,8.809999999999999
1136,6.640000000000001
1137,8.7
1138,4.92
1139,24.012999999999998
1140,33.292
1141,11.66
1142,7.15
1143,35.39300000000001
1144,10.41
1145,15.329999999999998
1146,13.610000000000003
1147,12.169999999999998
1148,9.22
1149,5.33
1150,11.329999999999998
1151,7.030000000000001
1152,18.93
1153,7.340000000000001
1154,6.4
1155,5.91
1156,6.67
1157,13.559999999999999
1158,28.012999999999998
1159,10.879999999999999
1160,8.84
1161,15.75
1162,6.2700000000000005
1163,23.02
1164,27.677
1165,7.880000000000001
1166,5.97
1167,9.559999999999999
1168,5.8100000000000005
1169,10.520000000000001
1170,53.937
1171,4.99
1172,5.290000000000001
1173,5.91
1174,19.490000000000002
1175,4.21
1176,6.37
1177,13.61
1178,6.769999999999999
1179,8.18
1180,5.159999999999999
1181,5.58
1182,12.540000000000001
1183,5.630000000000001
1184,7.94
1185,9.36
1186,10.639999999999999
1187,7.529999999999999
1188,5.5200000000000005
1189,5.6000000000000005
1190,9.440000000000001
1191,13.55
1192,4.73
1193,6.830000000000001
1194,10.53
1195,9.78
1196,9.63
1197,10.610000000000001
1198,34.297
1199,11.860000000000001
1200,8.9
1201,8.76
1202,7.08
1203,11.74
1204,5.880000000000001
1205,50.60800000000001
1206,9.7
1207,8.709999999999999
1208,8.09
1209,9.74
1210,15.74
1211,8.330000000000002
1212,9.86
1213,8.110000000000001
1214,6.840000000000001
1215,7.92
1216,10.02
1217,21.089999999999996
1218,6.6
1219,41.163
1220,9.49
1221,7.330000000000001
1222,7.459999999999999
1223,9.92
1224,14.529999999999998
1225,13.819999999999999
1226,5.8
1227,6.089999999999999
1228,39.980000000000004
1229,16.55
1230,7.76
1231,10.98
1232,10.290000000000001
1233,12.379999999999999
1234,9.35
1235,6.360000000000001
1236,8.49
1237,8.709999999999999
1238,7.119999999999999
1239,4.96
1240,6.3100000000000005
1241,9.379999999999999
1242,10.45
1243,6.65
1244,18.91
1245,5.409999999999999
1246,36.574999999999996
1247,7.959999999999999
1248,10.580000000000002
1249,4.960000000000001
1250,33.6
1251,7.3100000000000005
1252,5.119999999999999
1253,7.2
1254,33.559999999999995
1255,7.88
1256,12.757
1257,8.21
1258,28.820000000000004
1259,6.659999999999999
1260,4.93
1261,4.17
1262,5.08
1263,7.610000000000001
1264,34.010999999999996
1265,10.370000000000001
1266,12.419999999999998
1267,4.51
1268,5.470000000000001
1269,18.020000000000003
1270,9.620000000000001
1271,6.49
1272,13.209999999999999
1273,10.05
1274,10.379999999999999
1275,7.94
1276,4.62
1277,14.489999999999998
1278,8.21
1279,36.489999999999995
1280,6.75
1281,8.99
1282,7.4799999999999995
1283,12.72
1284,10.179999999999998
1285,12.8
1286,5.7
1287,10.3
1288,5.569999999999999
1289,5.75
1290,7.18
1291,24.69
1292,9.389999999999999
1293,6.63
1294,6.58
1295,5.9
1296,17.24
1297,4.75
1298,7.85
1299,9.549999999999999
1300,5.9
1301,9.95
1302,7.67
1303,6.95
1304,7.8100000000000005
1305,5.470000000000001
1306,6.39
1307,6.859999999999999
1308,7.2
1309,6.6
1310,34.559
1311,32.852
1312,24.23
1313,4.1499999999999995
1314,30.008999999999997
1315,33.72
1316,5.67
1317,12.819999999999999
1318,6.2700000000000005
1319,32.818
1320,7.580000000000001
1321,6.44
1322,9.02
1323,6.840000000000001
1324,7.220000000000001
1325,10.52
1326,13.510000000000002
1327,4.89
1328,8.41
1329,16.41
1330,14.129999999999999
1331,7.06
1332,50.492
1333,6.65
1334,34.553
1335,7.35
1336,6.57
1337,5.53
1338,5.84
1339,5.64
1340,11.33
1341,4.8
1342,15.16
1343,6.970000000000001
1344,51.80400000000001
1345,19.51
1346,8.969999999999999
1347,7.459999999999999
1348,6.95
1349,8.55
1350,13.11
1351,4.77
1352,8.309999999999999
1353,5.57
1354,29.557
1355,8.23
1356,7.529999999999999
1357,5.0
1358,9.16
1359,11.4
1360,6.609999999999999
1361,6.35
1362,6.279999999999999
1363,37.546
1364,5.959999999999999
1365,11.860000000000001
1366,8.499999999999998
1367,40.041
1368,15.95
1369,8.0
1370,46.837
1371,5.8
1372,9.1
1373,7.029999999999999
1374,43.870000000000005
1375,51.196
1376,16.32
1377,10.620000000000001
1378,6.24
1379,9.47
1380,11.07
1381,13.5
1382,6.3100000000000005
1383,6.919999999999999
1384,6.04
1385,4.49
1386,7.910000000000001
1387,16.16
1388,5.14
1389,19.76
1390,54.063
1391,9.629999999999999
1392,6.95
1393,9.48
1394,9.510000000000002
1395,10.3
1396,9.48
1397,5.97
1398,7.07
1399,6.37
1400,5.680000000000001
1401,13.469999999999999
1402,9.77
1403,13.1
1404,7.75
1405,15.430000000000001
1406,8.23
1407,11.22
1408,13.670000000000002
1409,5.35
1410,4.779999999999999
1411,16.16
1412,24.23
1413,6.739999999999999
1414,49.79600000000001
1415,5.409999999999999
1416,11.440000000000001
1417,8.07
1418,8.27
1419,5.5600000000000005
1420,15.280000000000001
1421,7.93
1422,12.440000000000001
1423,10.290000000000001
1424,13.5
1425,7.0
1426,4.5
1427,17.3
1428,6.1
1429,7.3
1430,21.130000000000003
1431,29.587
1432,9.5
1433,6.459999999999999
1434,4.66
1435,16.400000000000002
1436,14.6
1437,11.419999999999998
1438,7.37
1439,8.24
1440,7.95
1441,6.58
1442,8.89
1443,8.72
1444,5.819999999999999
1445,10.739999999999998
1446,10.200000000000001
1447,18.85
1448,6.42
1449,11.2
1450,7.109999999999999
1451,6.39
1452,5.23
1453,5.33
1454,8.860000000000001
1455,15.900000000000002
1456,7.269999999999999
1457,13.190000000000001
1458,14.989999999999998
1459,15.24
1460,6.3100000000000005
1461,7.9399999999999995
1462,7.9
1463,8.010000000000002
1464,8.959999999999999
1465,13.179999999999998
1466,8.64
1467,9.11
1468,5.08
1469,12.03
1470,7.519999999999999
1471,7.93
1472,8.52
1473,5.529999999999999
1474,9.3
1475,5.180000000000001
1476,10.7
1477,6.21
1478,7.07
1479,7.580000000000001
1480,7.5200000000000005
1481,31.787
1482,7.15
1483,13.87
1484,7.610000000000001
1485,35.396
1486,9.660000000000002
1487,7.87
1488,10.870000000000001
1489,12.0
1490,21.0
1491,17.58
1492,19.35
1493,10.599999999999998
1494,5.720000000000001
1495,10.99
1496,9.42
1497,5.67
1498,4.8500000000000005
1499,8.45
1500,9.190000000000001
1501,6.7299999999999995
1502,11.959999999999999
1503,14.84
1504,18.389999999999997
1505,19.98
1506,6.380000000000001
1507,14.539999999999997
1508,4.91
1509,13.540000000000001
1510,4.98
1511,14.530000000000001
1512,6.480000000000001
1513,8.100000000000001
1514,8.34
1515,15.459999999999999
1516,5.26
1517,7.750000000000002
1518,7.980000000000001
1519,14.219999999999999
1520,4.38
1521,7.840000000000001
1522,8.27
1523,21.279999999999998
1524,10.24
1525,6.57
1526,31.582000000000004
1527,6.58
1528,10.129999999999999
1529,8.669999999999998
1530,10.12
1531,5.6
1532,4.99
1533,21.15
1534,15.559999999999999
1535,13.842999999999998
1536,22.033
1537,13.74
1538,23.05
1539,15.860000000000003
1540,9.360000000000001
1541,6.17
1542,18.98
1543,8.750000000000002
1544,8.870000000000001
1545,16.053
1546,6.55
1547,15.849999999999998
1548,5.86
1549,8.89
1550,8.7
1551,7.95
1552,5.42
1553,11.22
1554,6.26
1555,8.03
1556,6.94
1557,8.79
1558,14.580000000000002
1559,7.12
1560,5.839999999999999
1561,9.49
1562,4.0600000000000005
1563,5.13
1564,8.39
1565,7.82
1566,13.8
1567,7.81
1568,15.73
1569,18.970000000000002
1570,13.51
1571,15.410000000000002
1572,7.62
1573,5.369999999999999
1574,13.89
1575,5.04
1576,12.02
1577,9.634
1578,37.517
1579,12.08
1580,32.57
1581,6.04
1582,7.290000000000001
1583,21.24
1584,6.0
1585,18.21
1586,6.93
1587,4.9
1588,6.51
1589,6.7
1590,6.93
1591,7.7700000000000005
1592,10.07
1593,9.129999999999999
1594,12.6
1595,11.11
1596,17.95
1597,13.040000000000001
1598,10.57
1599,5.619999999999999
1600,6.05
1601,10.620000000000001
1602,6.04
1603,4.91
1604,10.86
1605,15.65
1606,10.84
1607,6.7299999999999995
1608,5.090000000000001
1609,6.830000000000001
1610,6.389999999999999
1611,8.26
1612,10.769999999999998
1613,5.2299999999999995
1614,34.031
1615,7.57
1616,6.16
1617,7.5
1618,7.667
1619,7.99
1620,12.75
1621,4.76
1622,7.279999999999999
1623,7.85
1624,18.330000000000002
1625,9.35
1626,8.870000000000001
1627,10.940000000000001
1628,11.75
1629,6.5200000000000005
1630,8.620000000000001
1631,13.8
1632,5.5200000000000005
1633,5.581
1634,11.73
1635,10.280000000000001
1636,5.93
1637,29.2
1638,30.858999999999998
1639,9.940000000000001
1640,5.14
1641,33.917
1642,17.25
1643,6.87
1644,5.180000000000001
1645,9.559999999999999
1646,5.26
1647,4.09
1648,7.289999999999999
1649,12.2
1650,5.77
1651,13.41
1652,10.809999999999999
1653,5.1
1654,6.4
1655,5.1899999999999995
1656,22.89
1657,11.5
1658,27.01
1659,34.05499999999999
1660,6.460000000000001
1661,8.58
1662,13.51
1663,10.250000000000002
1664,9.94
1665,6.33
1666,9.379999999999999
1667,11.08
1668,12.95
1669,7.279999999999999
1670,7.590000000000001
1671,6.470000000000001
1672,6.56
1673,7.389999999999999
1674,6.470000000000001
1675,4.99
1676,10.1
1677,12.069999999999999
1678,5.66
1679,7.910000000000001
1680,6.29
1681,7.38
1682,8.07
1683,37.032
1684,10.28
1685,11.989999999999998
1686,4.82
1687,10.8
1688,5.87
1689,5.91
1690,6.9799999999999995
1691,6.55
1692,9.15
1693,7.01
1694,8.129999999999999
1695,5.83
1696,13.569999999999999
1697,7.459999999999999
1698,6.83
1699,9.1
1700,8.620000000000001
1701,6.5699999999999985
1702,8.190000000000001
1703,11.02
1704,7.859999999999999
1705,6.68
1706,7.203
1707,13.25
1708,6.34
1709,8.31
1710,6.739999999999999
1711,10.489999999999998
1712,9.33
1713,5.6899999999999995
1714,6.58
1715,55.048
1716,31.452999999999996
1717,8.78
1718,9.860000000000001
1719,5.369999999999999
1720,5.5
1721,12.440000000000001
1722,6.130000000000001
1723,8.059999999999999
1724,11.73
1725,4.6
1726,34.986999999999995
1727,5.0600000000000005
1728,20.910000000000004
1729,4.35
